name,price,details,url,lat,lng,img1,img2,img3,img4
Kave Condo (เคฟ คอนโด) ชั้น 4,"11,000 บาทต่อเดือน","ประเภทห้อง 1 ห้องนอน | ขนาด 25.0 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: เฟอร์นิเจอร์ , เครื่องปรับอากาศ , เครื่องทำน้ำร้อน/น้ำอุ่น , ประตูห้องระบบ digital lock , TV , ตู้เย็น , เครื่องซักผ้า | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถ , ที่จอดรถจักรยานยนต์ , การรักษาความปลอดภัย 24 ชั่วโมง , มีอินเตอร์เน็ตไร้สาย (Wi-Fi) ในห้องพัก , Access control (แสกนนิ้ว/Keycard) , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , โรงยิม / ฟิตเนส , สวนหย่อม / พื้นที่จัดบาร์บีคิว , สนามเด็กเล่น / พื้นที่สำหรับเด็ก , ห้องสมุด , ร้านค้าในโครงการ",https://propertyhub.in.th/listings/เครื่องซักผ้า-ตรงข้าม-ม-กรุงเทพ-เดิน-5-นาทีถึงมอ-️-ห้องว่าง-ให้เช่า-kave-condo-ไลน์-lvcondo-มี-นำหน้า--c4240a93---3448385,14.03938527777192,100.6166229911923,https://bcdn.propertyhub.in.th/pictures/202211/20221119/biR13retqfP2j1FJXnLG.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202211/20221119/K7DZdJYFS7eyjSevAb16.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202211/20221119/MNsRSVqy5h142UWHk5is.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202211/20221119/MaKDjPGD8RNvzw8AwakQ.jpg?width=1472&height=932
Modiz Avantgarde (โมดิซ อาวองการ์ด) ชั้น 14,"12,000 บาทต่อเดือน","ประเภทห้อง สตูดิโอ | ขนาด 23.0 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: เฟอร์นิเจอร์ , เครื่องปรับอากาศ , เครื่องทำน้ำร้อน/น้ำอุ่น , ประตูห้องระบบ digital lock , TV , เตาปรุงอาหาร , ตู้เย็น , เครื่องดูดควัน , เครื่องซักผ้า , ไมโครเวฟ | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถ , การรักษาความปลอดภัย 24 ชั่วโมง , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , ห้องซาวน่า , ห้องจากุชซี่ , โรงยิม / ฟิตเนส , สวนหย่อม / พื้นที่จัดบาร์บีคิว",https://propertyhub.in.th/listings/ให้เช่า-modiz-avantgarde-️-คอนโด-high-rise-ตรงข้าม-ม-ธรรมศาสตร์-ไลน์-dmcondo-มี-ด้วยนะครับ---5788887,14.06537814281059,100.611492983851,https://bcdn.propertyhub.in.th/pictures/202602/20260211/EFASw5RksUUki82zPVJC.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202602/20260211/yMJQ1dqAVCk2PZVWdQC5.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202602/20260211/7DEJ1SESyaE1gFCA85F6.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202602/20260211/gWNv2hiCu7bYRSUyuGzr.jpg?width=1472&height=932
dcondo Campus Hideaway (ดีคอนโด แคมปัส ไฮด์อเวย์) ชั้น 8,"8,500 บาทต่อเดือน","ประเภทห้อง สตูดิโอ | ขนาด 26.5 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: เฟอร์นิเจอร์ , เครื่องปรับอากาศ , เครื่องทำน้ำร้อน/น้ำอุ่น , ประตูห้องระบบ digital lock , TV , ตู้เย็น | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถ , ที่จอดรถจักรยานยนต์ , การรักษาความปลอดภัย 24 ชั่วโมง , Access control (แสกนนิ้ว/Keycard) , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , โรงยิม / ฟิตเนส , บริการรถรับส่ง , สวนหย่อม / พื้นที่จัดบาร์บีคิว",https://propertyhub.in.th/listings/ใกล้-ม-ธรรมศาสตร์-️-ให้เช่า-d-condo-hideaway-rangsit-ห้องใหม่มือหนึ่ง-วิวสระ-ไลน์-lvcondo-อย่าลืมใส่-ด้วยนะครับ---3467577,14.061185970777595,100.61006401452008,https://bcdn.propertyhub.in.th/pictures/202212/20221206/82aBpYkbAXnBGDd9Dm79.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202212/20221206/v2VnEgkC3GyKiLVpzL24.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202212/20221206/3np9Rv2TUnhUuSEz5Vri.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202212/20221206/YKjJRWWquKpTHJRNUhtv.jpg?width=1472&height=932
TERRA RESIDENCE (เทอร์ร่า เรสซิเดนซ์) ชั้น 30,"15,000 บาทต่อเดือน","ประเภทห้อง 1 ห้องนอน | ขนาด 26.9 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: เฟอร์นิเจอร์ , เครื่องปรับอากาศ | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถ , การรักษาความปลอดภัย 24 ชั่วโมง , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , โรงยิม / ฟิตเนส , สวนหย่อม / พื้นที่จัดบาร์บีคิว",https://propertyhub.in.th/listings/rb21087-ให้เช่าถูกมากเทอร์ร่า-เรสซิเดนซ์แอดไลน์-714txlxc-มี-ด้วย-แอดมินตอบไว---5488072,14.06595230633576,100.61573258086396,https://bcdn.propertyhub.in.th/pictures/202510/20251011/mmcPimrjPxitTeSdJ4dc.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202510/20251011/rjLrLc6cwDC1SRQipvGk.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202510/20251011/6Q7sq918wMCi8Nsojrsw.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202510/20251011/wmrtP18UxqoG2fUN1eAn.jpg?width=1472&height=932
Kave Ava (เคฟ เอวา) ชั้น 2,"12,500 บาทต่อเดือน","ประเภทห้อง สตูดิโอ | ขนาด 29.0 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: ไม่มีสิ่งอำนวยความสะดวกภายในห้อง | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถ , การรักษาความปลอดภัย 24 ชั่วโมง , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , ห้องจากุชซี่ , โรงยิม / ฟิตเนส , สวนหย่อม / พื้นที่จัดบาร์บีคิว , ร้านค้าในโครงการ , ร้านอาหารในโครงการ",https://propertyhub.in.th/listings/เช่าคอนโด-เคฟ-เอวา-คลองหนึ่ง-คลองหลวง-ปทุมธานี-cx-92811-ทักไลน์-connexproperty-ตอบทันที-ทีมงานมืออาชีพ---4337432,14.0646665162258,100.60971223212005,https://bcdn.propertyhub.in.th/pictures/202605/20260502/2MfBVu7Daa4a1s4T67sY.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202605/20260502/8bKj5dptvRr7PwkacTJZ.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202605/20260502/AmvDr7HWGVLJPXEnnu3S.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202605/20260502/VoweVEe9K7C28esQkDne.jpg?width=1472&height=932
TERRA RESIDENCE (เทอร์ร่า เรสซิเดนซ์) ชั้น 20,"13,000 บาทต่อเดือน","ประเภทห้อง 1 ห้องนอน | ขนาด 30.0 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: ไม่มีสิ่งอำนวยความสะดวกภายในห้อง | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถ , การรักษาความปลอดภัย 24 ชั่วโมง , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , โรงยิม / ฟิตเนส , สวนหย่อม / พื้นที่จัดบาร์บีคิว",https://propertyhub.in.th/listings/เช่าคอนโด-เทอร์ร่า-เรสซิเดนซ์-คลองหนึ่ง-คลองหลวง-ปทุมธานี-cx-139034-ทักไลน์-connexproperty-ตอบทันที-ทีมงานมืออาชีพ--b6da0a16---5621489,14.06595230633576,100.61573258086396,https://bcdn.propertyhub.in.th/pictures/202602/20260215/bqxDR2o65ajah3WFWDCG.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202602/20260215/6vvLUAw54eWhhEWDFWX4.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202602/20260215/AmidDArdQLPSxGYuQRfF.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202602/20260215/KCfrPbp2rN4xu94Uw7za.jpg?width=1472&height=932
Kave Town Shift (เคฟ ทาวน์ ชิฟท์) ชั้น 5-10,"13,500 บาทต่อเดือน","ประเภทห้อง 1 ห้องนอน | ขนาด 27.0 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: เฟอร์นิเจอร์ , เครื่องปรับอากาศ , TV , ตู้เย็น , ไมโครเวฟ | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถ , การรักษาความปลอดภัย 24 ชั่วโมง , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , โรงยิม / ฟิตเนส , สวนหย่อม / พื้นที่จัดบาร์บีคิว , สนามเด็กเล่น / พื้นที่สำหรับเด็ก , ห้องสมุด",https://propertyhub.in.th/listings/kave-town-shift-ชวนเพื่อนมาหาร-2-ได้ห้องใหญ่อยู่-2-คนไม่อึดอัด-สนใจติดต่อ-line-unicondo-bu---5540334,14.042150836500326,100.6092996790488,https://bcdn.propertyhub.in.th/pictures/202511/20251105/Ljs1yvgdWX76wJusDebF.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202511/20251103/S2rTnfP8s5eUpnZYRB4G.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202511/20251103/VJDtPevBQ2p3gBVGKx3f.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202511/20251103/CSSqV8F2dGRRQCGjsLKn.jpg?width=1472&height=932
Kave Wonderland (เคฟ วันเดอร์แลนด์) ชั้น 5,"11,000 บาทต่อเดือน","ประเภทห้อง สตูดิโอ | ขนาด 24.0 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: ไม่มีสิ่งอำนวยความสะดวกภายในห้อง | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถจักรยานยนต์ , การรักษาความปลอดภัย 24 ชั่วโมง , Access control (แสกนนิ้ว/Keycard) , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , โรงยิม / ฟิตเนส , สวนหย่อม / พื้นที่จัดบาร์บีคิว , สนามเด็กเล่น / พื้นที่สำหรับเด็ก , สนามกีฬา (สนามเทนนิส/สนามบาส) , ห้องประชุม , ร้านค้าในโครงการ , ร้านอาหารในโครงการ , ซัก อบ รีด , เลี้ยงสัตว์ได้",https://propertyhub.in.th/listings/เช่าคอนโด-เคฟ-วันเดอร์แลนด์-คลองหนึ่ง-คลองหลวง-ปทุมธานี-cx-148331-ทักไลน์-connexproperty-ตอบทันที-ทีมงานมืออาชีพ---5886774,14.065818421231052,100.61121161182004,https://bcdn.propertyhub.in.th/pictures/202603/20260317/sBk11Q7cr7NnpVUbqLAz.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202603/20260317/69YbUBXyfXA1HzwGtpqm.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202603/20260317/HwZqMrLDcgTCBndmsmgp.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202603/20260317/MJ3hXmK865W7DczFj2gA.jpg?width=1472&height=932
dcondo Shine Rangsit (ดีคอนโด ชายน์ รังสิต) ชั้น 8,"11,000 บาทต่อเดือน","ประเภทห้อง 1 ห้องนอน | ขนาด 26.0 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: เฟอร์นิเจอร์ , เครื่องปรับอากาศ | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถ , ที่จอดรถจักรยานยนต์ , การรักษาความปลอดภัย 24 ชั่วโมง , Access control (แสกนนิ้ว/Keycard) , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , โรงยิม / ฟิตเนส , บริการรถรับส่ง , สวนหย่อม / พื้นที่จัดบาร์บีคิว , ห้องสมุด , ร้านค้าในโครงการ , ร้านอาหารในโครงการ",https://propertyhub.in.th/listings/rb21435-ให้เช่าถูกมากดีคอนโด-ชายน์-รังสิตแอดไลน์-714txlxc-มี-ด้วย-แอดมินตอบไว---5545004,14.062188073792168,100.60840090919268,https://bcdn.propertyhub.in.th/pictures/202511/20251105/L5SytMSZ2bifKC83Vn5w.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202511/20251105/D5DeaFZ11MNfiCwiZQWB.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202511/20251105/rH73TyQJWsPzGKLXbG1R.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202511/20251105/dfUftSgoL1jKVwzXA8iP.jpg?width=1472&height=932
TERRA RESIDENCE (เทอร์ร่า เรสซิเดนซ์) ชั้น 26,"13,000 บาทต่อเดือน","ประเภทห้อง 1 ห้องนอน | ขนาด 30.0 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: เฟอร์นิเจอร์ , เครื่องปรับอากาศ | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถ , การรักษาความปลอดภัย 24 ชั่วโมง , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , โรงยิม / ฟิตเนส , สวนหย่อม / พื้นที่จัดบาร์บีคิว",https://propertyhub.in.th/listings/rb20278-ให้เช่าถูกมากเทอร์ร่า-เรสซิเดนซ์แอดไลน์-714txlxc-มี-ด้วย-แอดมินตอบไว---5396622,14.06595230633576,100.61573258086396,https://bcdn.propertyhub.in.th/pictures/202509/20250906/7bFiRjDNnYjaMnpcot1U.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202509/20250906/WBZVchmePW9okkJmfEJj.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202509/20250906/WDKSjtiVfmfdB6qMjqB1.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202509/20250906/36MvV4UKNJoCMBK2iU56.jpg?width=1472&height=932
Plum Condo Park Rangsit (พลัม คอนโด พาร์ค รังสิต) ชั้น 4,"6,900 บาทต่อเดือน","ประเภทห้อง 1 ห้องนอน | ขนาด 23.0 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: เฟอร์นิเจอร์ , เครื่องปรับอากาศ , เครื่องทำน้ำร้อน/น้ำอุ่น , TV , ตู้เย็น | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถ , การรักษาความปลอดภัย 24 ชั่วโมง , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , โรงยิม / ฟิตเนส , สวนหย่อม / พื้นที่จัดบาร์บีคิว , ห้องสมุด",https://propertyhub.in.th/listings/ใกล้-ม-กรุงเทพ-มีรถรับ-ส่ง-️ห้องว่าง-ให้เช่า-plum-park-ไลน์-lvcondo-มี-นำหน้า---3461747,14.03103968252191,100.61575106694704,https://bcdn.propertyhub.in.th/pictures/202212/20221201/ndDk9MqvsFK6zsfMqL37.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202212/20221201/WQ4sn511QMe5Sgp3bwdg.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202212/20221201/NBnd64Byh55R97vwPvMR.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202212/20221201/Lt7rBr33neN4Etzf7DQr.jpg?width=1472&height=932
Plum Condo Park Rangsit (พลัม คอนโด พาร์ค รังสิต) ชั้น 5,"7,000 บาทต่อเดือน","ประเภทห้อง 1 ห้องนอน | ขนาด 23.0 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: เฟอร์นิเจอร์ , เครื่องปรับอากาศ , เครื่องทำน้ำร้อน/น้ำอุ่น , ประตูห้องระบบ digital lock , TV , ตู้เย็น , เครื่องซักผ้า | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถ , การรักษาความปลอดภัย 24 ชั่วโมง , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , โรงยิม / ฟิตเนส , สวนหย่อม / พื้นที่จัดบาร์บีคิว , ห้องสมุด",https://propertyhub.in.th/listings/มีเครื่องซักผ้า-ใกล้-ม-กรุงเทพ-️ห้องว่าง-ให้เช่า-plum-park-เฟส-3-ไลน์-lvcondo-อย่าลืมใส่-ด้วยนะครับ---3461756,14.03103968252191,100.61575106694704,https://bcdn.propertyhub.in.th/pictures/202212/20221201/KyNbrsCq5jQ8M9Y43U4o.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202212/20221201/uwWbV8J7JBEtPJr4V8Ak.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202212/20221201/XbD7gT6rcjvmBLLgHMts.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202212/20221201/dK1mgs6SBzfNocyHBQYE.jpg?width=1472&height=932
Kave Wonderland (เคฟ วันเดอร์แลนด์) ตึก E ชั้น 6,"11,000 บาทต่อเดือน","ประเภทห้อง สตูดิโอ | ขนาด 24.0 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: เฟอร์นิเจอร์ , เครื่องปรับอากาศ | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถจักรยานยนต์ , การรักษาความปลอดภัย 24 ชั่วโมง , Access control (แสกนนิ้ว/Keycard) , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , โรงยิม / ฟิตเนส , สวนหย่อม / พื้นที่จัดบาร์บีคิว , สนามเด็กเล่น / พื้นที่สำหรับเด็ก , สนามกีฬา (สนามเทนนิส/สนามบาส) , ห้องประชุม , ร้านค้าในโครงการ , ร้านอาหารในโครงการ , ซัก อบ รีด , เลี้ยงสัตว์ได้",https://propertyhub.in.th/listings/rb23844-ให้เช่าถูกมากkave-wonderlandแอดไลน์-714txlxc-มี-ด้วย-แอดมินตอบไว---5915347,14.065818421231052,100.61121161182004,https://bcdn.propertyhub.in.th/pictures/202603/20260324/sbbd2NEsLKE2Hw672x9R.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202603/20260324/gphLs8wDcQzHqzbzDBnx.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202603/20260324/R6GN9HUpure5KDAVTk2m.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202603/20260324/h5ecPTeARNamzgMH754A.jpg?width=1472&height=932
TERRA RESIDENCE (เทอร์ร่า เรสซิเดนซ์) ชั้น 24,"12,500 บาทต่อเดือน","ประเภทห้อง 1 ห้องนอน | ขนาด 30.0 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: เฟอร์นิเจอร์ , เครื่องปรับอากาศ | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถ , การรักษาความปลอดภัย 24 ชั่วโมง , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , โรงยิม / ฟิตเนส , สวนหย่อม / พื้นที่จัดบาร์บีคิว",https://propertyhub.in.th/listings/rb23876-ให้เช่าถูกมากterra-residenceแอดไลน์-714txlxc-มี-ด้วย-แอดมินตอบไว---5919443,14.06595230633576,100.61573258086396,https://bcdn.propertyhub.in.th/pictures/202603/20260325/BMpxwfGBpVsVF2Ho8Tw8.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202603/20260325/LPqGyy3N6NUaNGuSrKtw.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202603/20260325/MM56pQxFiPVFfxqCjHQN.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202603/20260325/7yvbHk9hbHcTvdxhyjis.jpg?width=1472&height=932
KAVE Town Space (เคฟ ทาวน์ สเปซ) ชั้น 6,"12,000 บาทต่อเดือน","ประเภทห้อง 1 ห้องนอน | ขนาด 25.0 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: ไม่มีสิ่งอำนวยความสะดวกภายในห้อง | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถ , การรักษาความปลอดภัย 24 ชั่วโมง , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , โรงยิม / ฟิตเนส , สวนหย่อม / พื้นที่จัดบาร์บีคิว , สนามเด็กเล่น / พื้นที่สำหรับเด็ก , ห้องสมุด , ร้านค้าในโครงการ",https://propertyhub.in.th/listings/เช่าคอนโด-เคฟ-ทาวน์-สเปซ-คลองหนึ่ง-คลองหลวง-ปทุมธานี-cx-91142-ทักไลน์-connexproperty-ตอบทันที-ทีมงานมืออาชีพ--a85808a1---4235034,14.04172405787639,100.61625996380631,https://bcdn.propertyhub.in.th/pictures/202603/20260324/s2vRhYWAT3kiFekTgdRu.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202603/20260324/5DyX37NT3YYcrKiLTNTw.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202603/20260324/xDYNfdNk6QWBVhqZFzQx.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202603/20260324/1oFMrntMSDiTkTsnufHg.jpg?width=1472&height=932
Be Condo Phaholyothin (บี คอนโด พหลโยธิน) ตึก B ชั้น 7,"11,000 บาทต่อเดือน","ประเภทห้อง 1 ห้องนอน | ขนาด 30.0 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: เฟอร์นิเจอร์ | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถ , การรักษาความปลอดภัย 24 ชั่วโมง , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , โรงยิม / ฟิตเนส , ร้านค้าในโครงการ , ร้านอาหารในโครงการ",https://propertyhub.in.th/listings/rd20452-ให้เช่าถูกมาก-be-condo-phaholyothin-แอดไลน์-714txlxc-มี-ด้วย-แอดมินตอบไว---5592448,14.03439542678083,100.6158658194621,https://bcdn.propertyhub.in.th/pictures/202511/20251121/YL4RKvNbG8H4afRQxPVK.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202511/20251121/oxLE2zpKQEDmhK5Nn3Ak.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202511/20251121/QSF2CVeqQAbbt2GZVm4h.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202511/20251121/jumitqBvBcR74M7TJfZy.jpg?width=1472&height=932
Kave Wonderland (เคฟ วันเดอร์แลนด์) ตึก C ชั้น 3,"13,000 บาทต่อเดือน","ประเภทห้อง 1 ห้องนอน | ขนาด 27.0 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: เฟอร์นิเจอร์ , เครื่องปรับอากาศ | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถจักรยานยนต์ , การรักษาความปลอดภัย 24 ชั่วโมง , Access control (แสกนนิ้ว/Keycard) , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , โรงยิม / ฟิตเนส , สวนหย่อม / พื้นที่จัดบาร์บีคิว , สนามเด็กเล่น / พื้นที่สำหรับเด็ก , สนามกีฬา (สนามเทนนิส/สนามบาส) , ห้องประชุม , ร้านค้าในโครงการ , ร้านอาหารในโครงการ , ซัก อบ รีด , เลี้ยงสัตว์ได้",https://propertyhub.in.th/listings/rb23746-ให้เช่าถูกมากเคฟ-วันเดอร์แลนด์แอดไลน์-714txlxc-มี-ด้วย-แอดมินตอบไว---5893827,14.065818421231052,100.61121161182004,https://bcdn.propertyhub.in.th/pictures/202603/20260318/ZF7n5jutyGbkSsT8TnJL.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202603/20260318/oAyuEmMDQe7e4dCEJuav.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202603/20260318/KjnXfSk7Jsmpo7fG7nVg.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202603/20260318/NK6soKZ65x4eRJXqcCwf.jpg?width=1472&height=932
Kave Town Island (เคฟ ทาวน์ ไอส์แลนด์) ชั้น 3,"12,500 บาทต่อเดือน","ประเภทห้อง สตูดิโอ | ขนาด 23.0 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: ไม่มีสิ่งอำนวยความสะดวกภายในห้อง | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถ , การรักษาความปลอดภัย 24 ชั่วโมง , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , โรงยิม / ฟิตเนส",https://propertyhub.in.th/listings/เช่าคอนโด-เคฟ-ทาวน์-ไอส์แลนด์-คลองหนึ่ง-คลองหลวง-ปทุมธานี-cx-110219-ทักไลน์-connexproperty-ตอบทันที-ทีมงานมืออาชีพ--a5db0966---4813951,14.04158678296819,100.6148409498416,https://bcdn.propertyhub.in.th/pictures/202604/20260428/fAuHLAhbM8sPRCb6ZezP.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202604/20260428/vVVENUdTZTVoPh7sFp1x.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202604/20260428/sAHRv5eyNq7s8vYA2Hg2.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202604/20260428/Sbdkn9Se6rAbF8gmnTaj.jpg?width=1472&height=932
Kave Wonderland (เคฟ วันเดอร์แลนด์) ตึก A ชั้น 6,"12,000 บาทต่อเดือน","ประเภทห้อง สตูดิโอ | ขนาด 24.0 ตร.ม. | สิ่งอำนวยความสะดวกภายในห้อง: เฟอร์นิเจอร์ , เครื่องปรับอากาศ | สิ่งอำนวยความสะดวกภายในโครงการ: ลิฟท์ , ที่จอดรถจักรยานยนต์ , การรักษาความปลอดภัย 24 ชั่วโมง , Access control (แสกนนิ้ว/Keycard) , กล้องวงจรปิด (CCTV) , สระว่ายน้ำ , โรงยิม / ฟิตเนส , สวนหย่อม / พื้นที่จัดบาร์บีคิว , สนามเด็กเล่น / พื้นที่สำหรับเด็ก , สนามกีฬา (สนามเทนนิส/สนามบาส) , ห้องประชุม , ร้านค้าในโครงการ , ร้านอาหารในโครงการ , ซัก อบ รีด , เลี้ยงสัตว์ได้",https://propertyhub.in.th/listings/rb23182-ให้เช่าถูกมากเคฟ-วันเดอร์แลนด์แอดไลน์-714txlxc-มี-ด้วย-แอดมินตอบไว---5784971,14.065818421231052,100.61121161182004,https://bcdn.propertyhub.in.th/pictures/202602/20260210/nHqCg1WGytXjVSW2DCZk.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202602/20260210/yfW4ZVyj7kBcyMbz7H3N.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202602/20260210/aNpsdf5MHQchx4WzqzMn.jpg?width=1472&height=932,https://bcdn.propertyhub.in.th/pictures/202602/20260210/cMR3fJJfdsjsEEnLchNf.jpg?width=1472&height=932
